epoch,loss,mse
0,0.3811173737049103,0.3811173737049103
1,0.37732788920402527,0.37732788920402527
2,0.3735177218914032,0.3735177218914032
3,0.37024280428886414,0.37024280428886414
4,0.36686116456985474,0.36686116456985474
5,0.3632611930370331,0.3632611930370331
6,0.35999882221221924,0.35999882221221924
7,0.35664358735084534,0.35664358735084534
8,0.35311463475227356,0.35311463475227356
9,0.350089430809021,0.350089430809021
